--- ZNALEZIONE MOŻLIWE TRASY ---
[ OK ], CYSTERNA_B1b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 2)
[ OK ], AP2_OUT , B9b_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R1_IN_uszkodzony ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R2_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R3_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R4_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R5_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R6_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R7_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R8_IN ,(Liczba segmentów: 10)
[ OK ], NIEBIESKI_OUT , R9_IN ,(Liczba segmentów: 10)
[ OK ], MAUZER_OUT , B8b_IN ,(Liczba segmentów: 10)
[ OK ], CYSTERNA_B10b_OUT , B8b_IN ,(Liczba segmentów: 10)
[ OK ], BIALA_OUT , B7c_IN ,(Liczba segmentów: 10)
[ OK ], CYSTERNA_B12c_OUT , B7c_IN ,(Liczba segmentów: 10)
[ OK ], R1_OUT , B5b_IN ,(Liczba segmentów: 11)
[ OK ], R1_OUT , B5c_IN ,(Liczba segmentów: 11)
[ OK ], R1_OUT , B12c_IN ,(Liczba segmentów: 11)
[ OK ], R2_OUT , B4b_IN ,(Liczba segmentów: 11)
[ OK ], R2_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], R2_OUT , B11c_IN ,(Liczba segmentów: 11)
[ OK ], R3_OUT , B3b_IN ,(Liczba segmentów: 11)
[ OK ], R3_OUT , B7c_IN ,(Liczba segmentów: 11)
[ OK ], R3_OUT , B10c_IN ,(Liczba segmentów: 11)
[ OK ], R4_OUT , B5b_IN ,(Liczba segmentów: 11)
[ OK ], R4_OUT , B5c_IN ,(Liczba segmentów: 11)
[ OK ], R4_OUT , B12c_IN ,(Liczba segmentów: 11)
[ OK ], R5_OUT , B4b_IN ,(Liczba segmentów: 11)
[ OK ], R5_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], R5_OUT , B11c_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R1_IN_uszkodzony ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R2_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R3_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R4_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R5_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R6_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R7_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R8_IN ,(Liczba segmentów: 11)
[ OK ], B1b_OUT , R9_IN ,(Liczba segmentów: 11)
[ OK ], R6_OUT , B3b_IN ,(Liczba segmentów: 11)
[ OK ], R6_OUT , B7c_IN ,(Liczba segmentów: 11)
[ OK ], R6_OUT , B10c_IN ,(Liczba segmentów: 11)
[ OK ], R7_OUT , B5b_IN ,(Liczba segmentów: 11)
[ OK ], R7_OUT , B4c_IN ,(Liczba segmentów: 11)
[ OK ], R8_OUT , B4b_IN ,(Liczba segmentów: 11)
[ OK ], R8_OUT , B5c_IN ,(Liczba segmentów: 11)
[ OK ], R8_OUT , B12c_IN ,(Liczba segmentów: 11)
[ OK ], R9_OUT , B3b_IN ,(Liczba segmentów: 11)
[ OK ], R9_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], R9_OUT , B11c_IN ,(Liczba segmentów: 11)
[ OK ], B2b_OUT , B8b_IN ,(Liczba segmentów: 11)
[ OK ], B3b_OUT , B7b_IN ,(Liczba segmentów: 11)
[ OK ], B4b_OUT , B6b_IN ,(Liczba segmentów: 11)
[ OK ], B5b_OUT , B5b_IN ,(Liczba segmentów: 11)
[ OK ], B6b_OUT , B4b_IN ,(Liczba segmentów: 11)
[ OK ], B7b_OUT , B3b_IN ,(Liczba segmentów: 11)
[ OK ], B8b_OUT , B2b_IN ,(Liczba segmentów: 11)
[ OK ], B9b_OUT , B5b_IN ,(Liczba segmentów: 11)
[ OK ], B10b_OUT , B6b_IN ,(Liczba segmentów: 11)
[ OK ], B2c_OUT , B8c_IN ,(Liczba segmentów: 11)
[ OK ], B2c_OUT , B9c_IN ,(Liczba segmentów: 11)
[ OK ], B3c_OUT , B7c_IN ,(Liczba segmentów: 11)
[ OK ], B3c_OUT , B10c_IN ,(Liczba segmentów: 11)
[ OK ], B4c_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], B4c_OUT , B11c_IN ,(Liczba segmentów: 11)
[ OK ], B5c_OUT , B5c_IN ,(Liczba segmentów: 11)
[ OK ], B5c_OUT , B12c_IN ,(Liczba segmentów: 11)
[ OK ], B6c_OUT , B4c_IN ,(Liczba segmentów: 11)
[ OK ], B7c_OUT , B3c_IN ,(Liczba segmentów: 11)
[ OK ], B8c_OUT , B1c_IN ,(Liczba segmentów: 11)
[ OK ], B8c_OUT , B2c_IN ,(Liczba segmentów: 11)
[ OK ], B9c_OUT , B1c_IN ,(Liczba segmentów: 11)
[ OK ], B9c_OUT , B2c_IN ,(Liczba segmentów: 11)
[ OK ], B10c_OUT , B3c_IN ,(Liczba segmentów: 11)
[ OK ], B11c_OUT , B4c_IN ,(Liczba segmentów: 11)
[ OK ], B12c_OUT , B5c_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R1_IN_uszkodzony ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R2_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R3_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R4_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R5_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R6_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R7_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R8_IN ,(Liczba segmentów: 11)
[ OK ], AP1_OUT , R9_IN ,(Liczba segmentów: 11)
[ OK ], AP2_OUT , B10b_IN ,(Liczba segmentów: 11)
[ OK ], NIEBIESKI_OUT , B8b_IN ,(Liczba segmentów: 11)
[ OK ], MAUZER_OUT , B7b_IN ,(Liczba segmentów: 11)
[ OK ], CYSTERNA_B10b_OUT , B7b_IN ,(Liczba segmentów: 11)
[ OK ], BIALA_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], CYSTERNA_B12c_OUT , B6c_IN ,(Liczba segmentów: 11)
[ OK ], R1_OUT , B4b_IN ,(Liczba segmentów: 12)
[ OK ], R1_OUT , B4c_IN ,(Liczba segmentów: 12)
[ OK ], R2_OUT , B3b_IN ,(Liczba segmentów: 12)
[ OK ], R2_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], R2_OUT , B12c_IN ,(Liczba segmentów: 12)
[ OK ], R3_OUT , B2b_IN ,(Liczba segmentów: 12)
[ OK ], R3_OUT , B6c_IN ,(Liczba segmentów: 12)
[ OK ], R3_OUT , B11c_IN ,(Liczba segmentów: 12)
[ OK ], R4_OUT , B4b_IN ,(Liczba segmentów: 12)
[ OK ], R4_OUT , B4c_IN ,(Liczba segmentów: 12)
[ OK ], R5_OUT , B3b_IN ,(Liczba segmentów: 12)
[ OK ], R5_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], R5_OUT , B12c_IN ,(Liczba segmentów: 12)
[ OK ], B1b_OUT , B8b_IN ,(Liczba segmentów: 12)
[ OK ], B1c_OUT , B8c_IN ,(Liczba segmentów: 12)
[ OK ], B1c_OUT , B9c_IN ,(Liczba segmentów: 12)
[ OK ], R6_OUT , B2b_IN ,(Liczba segmentów: 12)
[ OK ], R6_OUT , B6c_IN ,(Liczba segmentów: 12)
[ OK ], R6_OUT , B11c_IN ,(Liczba segmentów: 12)
[ OK ], R7_OUT , B4b_IN ,(Liczba segmentów: 12)
[ OK ], R7_OUT , B3c_IN ,(Liczba segmentów: 12)
[ OK ], R8_OUT , B3b_IN ,(Liczba segmentów: 12)
[ OK ], R8_OUT , B4c_IN ,(Liczba segmentów: 12)
[ OK ], R9_OUT , B2b_IN ,(Liczba segmentów: 12)
[ OK ], R9_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], R9_OUT , B12c_IN ,(Liczba segmentów: 12)
[ OK ], B2b_OUT , B7b_IN ,(Liczba segmentów: 12)
[ OK ], B3b_OUT , B6b_IN ,(Liczba segmentów: 12)
[ OK ], B4b_OUT , B5b_IN ,(Liczba segmentów: 12)
[ OK ], B5b_OUT , B4b_IN ,(Liczba segmentów: 12)
[ OK ], B6b_OUT , B3b_IN ,(Liczba segmentów: 12)
[ OK ], B7b_OUT , B2b_IN ,(Liczba segmentów: 12)
[ OK ], B8b_OUT , B1b_IN ,(Liczba segmentów: 12)
[ OK ], B9b_OUT , B4b_IN ,(Liczba segmentów: 12)
[ OK ], B10b_OUT , B5b_IN ,(Liczba segmentów: 12)
[ OK ], B2c_OUT , B7c_IN ,(Liczba segmentów: 12)
[ OK ], B2c_OUT , B10c_IN ,(Liczba segmentów: 12)
[ OK ], B3c_OUT , B6c_IN ,(Liczba segmentów: 12)
[ OK ], B3c_OUT , B11c_IN ,(Liczba segmentów: 12)
[ OK ], B4c_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], B4c_OUT , B12c_IN ,(Liczba segmentów: 12)
[ OK ], B5c_OUT , B4c_IN ,(Liczba segmentów: 12)
[ OK ], B6c_OUT , B3c_IN ,(Liczba segmentów: 12)
[ OK ], B7c_OUT , B1c_IN ,(Liczba segmentów: 12)
[ OK ], B7c_OUT , B2c_IN ,(Liczba segmentów: 12)
[ OK ], B10c_OUT , B1c_IN ,(Liczba segmentów: 12)
[ OK ], B10c_OUT , B2c_IN ,(Liczba segmentów: 12)
[ OK ], B11c_OUT , B3c_IN ,(Liczba segmentów: 12)
[ OK ], B12c_OUT , B4c_IN ,(Liczba segmentów: 12)
[ OK ], AP1_OUT , B8b_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R1_IN_uszkodzony ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R2_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R3_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R4_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R5_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R6_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R7_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R8_IN ,(Liczba segmentów: 12)
[ OK ], AP2_OUT , R9_IN ,(Liczba segmentów: 12)
[ OK ], NIEBIESKI_OUT , B7b_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R1_IN_uszkodzony ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R2_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R3_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R4_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R5_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R6_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R7_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R8_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B1b_OUT , R9_IN ,(Liczba segmentów: 12)
[ OK ], MAUZER_OUT , B6b_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B10b_OUT , B6b_IN ,(Liczba segmentów: 12)
[ OK ], BIALA_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], CYSTERNA_B12c_OUT , B5c_IN ,(Liczba segmentów: 12)
[ OK ], R1_OUT , B3b_IN ,(Liczba segmentów: 13)
[ OK ], R1_OUT , B3c_IN ,(Liczba segmentów: 13)
[ OK ], R2_OUT , B2b_IN ,(Liczba segmentów: 13)
[ OK ], R2_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], R3_OUT , B1b_IN ,(Liczba segmentów: 13)
[ OK ], R3_OUT , B5c_IN ,(Liczba segmentów: 13)
[ OK ], R3_OUT , B12c_IN ,(Liczba segmentów: 13)
[ OK ], R4_OUT , B3b_IN ,(Liczba segmentów: 13)
[ OK ], R4_OUT , B3c_IN ,(Liczba segmentów: 13)
[ OK ], R5_OUT , B2b_IN ,(Liczba segmentów: 13)
[ OK ], R5_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], B1b_OUT , B7b_IN ,(Liczba segmentów: 13)
[ OK ], B1c_OUT , B7c_IN ,(Liczba segmentów: 13)
[ OK ], B1c_OUT , B10c_IN ,(Liczba segmentów: 13)
[ OK ], R6_OUT , B1b_IN ,(Liczba segmentów: 13)
[ OK ], R6_OUT , B5c_IN ,(Liczba segmentów: 13)
[ OK ], R6_OUT , B12c_IN ,(Liczba segmentów: 13)
[ OK ], R7_OUT , B1c_IN ,(Liczba segmentów: 13)
[ OK ], R7_OUT , B3b_IN ,(Liczba segmentów: 13)
[ OK ], R7_OUT , B2c_IN ,(Liczba segmentów: 13)
[ OK ], R8_OUT , B2b_IN ,(Liczba segmentów: 13)
[ OK ], R8_OUT , B3c_IN ,(Liczba segmentów: 13)
[ OK ], R9_OUT , B1b_IN ,(Liczba segmentów: 13)
[ OK ], R9_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], B2b_OUT , B6b_IN ,(Liczba segmentów: 13)
[ OK ], B3b_OUT , B5b_IN ,(Liczba segmentów: 13)
[ OK ], B4b_OUT , B4b_IN ,(Liczba segmentów: 13)
[ OK ], B5b_OUT , B3b_IN ,(Liczba segmentów: 13)
[ OK ], B6b_OUT , B2b_IN ,(Liczba segmentów: 13)
[ OK ], B7b_OUT , B1b_IN ,(Liczba segmentów: 13)
[ OK ], B8b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 13)
[ OK ], B9b_OUT , B3b_IN ,(Liczba segmentów: 13)
[ OK ], B9b_OUT , B8c_IN ,(Liczba segmentów: 13)
[ OK ], B9b_OUT , B9c_IN ,(Liczba segmentów: 13)
[ OK ], B10b_OUT , B4b_IN ,(Liczba segmentów: 13)
[ OK ], B2c_OUT , B6c_IN ,(Liczba segmentów: 13)
[ OK ], B2c_OUT , B11c_IN ,(Liczba segmentów: 13)
[ OK ], B3c_OUT , B5c_IN ,(Liczba segmentów: 13)
[ OK ], B3c_OUT , B12c_IN ,(Liczba segmentów: 13)
[ OK ], B4c_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], B5c_OUT , B3c_IN ,(Liczba segmentów: 13)
[ OK ], B6c_OUT , B1c_IN ,(Liczba segmentów: 13)
[ OK ], B6c_OUT , B2c_IN ,(Liczba segmentów: 13)
[ OK ], B11c_OUT , B1c_IN ,(Liczba segmentów: 13)
[ OK ], B11c_OUT , B2c_IN ,(Liczba segmentów: 13)
[ OK ], B12c_OUT , B3c_IN ,(Liczba segmentów: 13)
[ OK ], AP1_OUT , B7b_IN ,(Liczba segmentów: 13)
[ OK ], AP2_OUT , B8b_IN ,(Liczba segmentów: 13)
[ OK ], NIEBIESKI_OUT , B6b_IN ,(Liczba segmentów: 13)
[ OK ], CYSTERNA_B1b_OUT , B8b_IN ,(Liczba segmentów: 13)
[ OK ], MAUZER_OUT , B5b_IN ,(Liczba segmentów: 13)
[ OK ], CYSTERNA_B10b_OUT , B5b_IN ,(Liczba segmentów: 13)
[ OK ], BIALA_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], CYSTERNA_B12c_OUT , B4c_IN ,(Liczba segmentów: 13)
[ OK ], R1_OUT , B1c_IN ,(Liczba segmentów: 14)
[ OK ], R1_OUT , B2b_IN ,(Liczba segmentów: 14)
[ OK ], R1_OUT , B2c_IN ,(Liczba segmentów: 14)
[ OK ], R2_OUT , B1b_IN ,(Liczba segmentów: 14)
[ OK ], R2_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], R3_OUT , B4c_IN ,(Liczba segmentów: 14)
[ OK ], R3_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 14)
[ OK ], R4_OUT , B1c_IN ,(Liczba segmentów: 14)
[ OK ], R4_OUT , B2b_IN ,(Liczba segmentów: 14)
[ OK ], R4_OUT , B2c_IN ,(Liczba segmentów: 14)
[ OK ], R5_OUT , B1b_IN ,(Liczba segmentów: 14)
[ OK ], R5_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], B1b_OUT , B6b_IN ,(Liczba segmentów: 14)
[ OK ], B1c_OUT , B6c_IN ,(Liczba segmentów: 14)
[ OK ], B1c_OUT , B11c_IN ,(Liczba segmentów: 14)
[ OK ], R6_OUT , B4c_IN ,(Liczba segmentów: 14)
[ OK ], R6_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 14)
[ OK ], R7_OUT , B2b_IN ,(Liczba segmentów: 14)
[ OK ], R8_OUT , B1b_IN ,(Liczba segmentów: 14)
[ OK ], R8_OUT , B1c_IN ,(Liczba segmentów: 14)
[ OK ], R8_OUT , B2c_IN ,(Liczba segmentów: 14)
[ OK ], R9_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], R9_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 14)
[ OK ], B2b_OUT , B5b_IN ,(Liczba segmentów: 14)
[ OK ], B3b_OUT , B4b_IN ,(Liczba segmentów: 14)
[ OK ], B4b_OUT , B3b_IN ,(Liczba segmentów: 14)
[ OK ], B5b_OUT , B2b_IN ,(Liczba segmentów: 14)
[ OK ], B6b_OUT , B1b_IN ,(Liczba segmentów: 14)
[ OK ], B7b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 14)
[ OK ], B9b_OUT , B2b_IN ,(Liczba segmentów: 14)
[ OK ], B9b_OUT , B7c_IN ,(Liczba segmentów: 14)
[ OK ], B9b_OUT , B10c_IN ,(Liczba segmentów: 14)
[ OK ], B10b_OUT , B3b_IN ,(Liczba segmentów: 14)
[ OK ], B10b_OUT , B8c_IN ,(Liczba segmentów: 14)
[ OK ], B10b_OUT , B9c_IN ,(Liczba segmentów: 14)
[ OK ], B2c_OUT , B5c_IN ,(Liczba segmentów: 14)
[ OK ], B2c_OUT , B12c_IN ,(Liczba segmentów: 14)
[ OK ], B3c_OUT , B4c_IN ,(Liczba segmentów: 14)
[ OK ], B4c_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], B5c_OUT , B1c_IN ,(Liczba segmentów: 14)
[ OK ], B5c_OUT , B2c_IN ,(Liczba segmentów: 14)
[ OK ], B12c_OUT , B1c_IN ,(Liczba segmentów: 14)
[ OK ], B12c_OUT , B2c_IN ,(Liczba segmentów: 14)
[ OK ], AP1_OUT , B6b_IN ,(Liczba segmentów: 14)
[ OK ], AP2_OUT , B7b_IN ,(Liczba segmentów: 14)
[ OK ], NIEBIESKI_OUT , B5b_IN ,(Liczba segmentów: 14)
[ OK ], CYSTERNA_B1b_OUT , B7b_IN ,(Liczba segmentów: 14)
[ OK ], MAUZER_OUT , B4b_IN ,(Liczba segmentów: 14)
[ OK ], CYSTERNA_B10b_OUT , B4b_IN ,(Liczba segmentów: 14)
[ OK ], BIALA_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], CYSTERNA_B12c_OUT , B3c_IN ,(Liczba segmentów: 14)
[ OK ], R1_OUT , B1b_IN ,(Liczba segmentów: 15)
[ OK ], R2_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], R2_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], R2_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 15)
[ OK ], R3_OUT , B3c_IN ,(Liczba segmentów: 15)
[ OK ], R4_OUT , B1b_IN ,(Liczba segmentów: 15)
[ OK ], R5_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], R5_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], R5_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 15)
[ OK ], B1b_OUT , B5b_IN ,(Liczba segmentów: 15)
[ OK ], B1c_OUT , B5c_IN ,(Liczba segmentów: 15)
[ OK ], B1c_OUT , B12c_IN ,(Liczba segmentów: 15)
[ OK ], R6_OUT , B3c_IN ,(Liczba segmentów: 15)
[ OK ], R7_OUT , B1b_IN ,(Liczba segmentów: 15)
[ OK ], R8_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 15)
[ OK ], R9_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], R9_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], B2b_OUT , B4b_IN ,(Liczba segmentów: 15)
[ OK ], B3b_OUT , B3b_IN ,(Liczba segmentów: 15)
[ OK ], B4b_OUT , B2b_IN ,(Liczba segmentów: 15)
[ OK ], B5b_OUT , B1b_IN ,(Liczba segmentów: 15)
[ OK ], B6b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 15)
[ OK ], B9b_OUT , B1b_IN ,(Liczba segmentów: 15)
[ OK ], B9b_OUT , B6c_IN ,(Liczba segmentów: 15)
[ OK ], B9b_OUT , B11c_IN ,(Liczba segmentów: 15)
[ OK ], B10b_OUT , B2b_IN ,(Liczba segmentów: 15)
[ OK ], B10b_OUT , B7c_IN ,(Liczba segmentów: 15)
[ OK ], B10b_OUT , B10c_IN ,(Liczba segmentów: 15)
[ OK ], B2c_OUT , B4c_IN ,(Liczba segmentów: 15)
[ OK ], B3c_OUT , B3c_IN ,(Liczba segmentów: 15)
[ OK ], B4c_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], B4c_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], AP1_OUT , B5b_IN ,(Liczba segmentów: 15)
[ OK ], AP2_OUT , B6b_IN ,(Liczba segmentów: 15)
[ OK ], NIEBIESKI_OUT , B4b_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B1b_OUT , B6b_IN ,(Liczba segmentów: 15)
[ OK ], MAUZER_OUT , B3b_IN ,(Liczba segmentów: 15)
[ OK ], MAUZER_OUT , B8c_IN ,(Liczba segmentów: 15)
[ OK ], MAUZER_OUT , B9c_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B10b_OUT , B3b_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B10b_OUT , B8c_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B10b_OUT , B9c_IN ,(Liczba segmentów: 15)
[ OK ], BIALA_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], BIALA_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B12c_OUT , B1c_IN ,(Liczba segmentów: 15)
[ OK ], CYSTERNA_B12c_OUT , B2c_IN ,(Liczba segmentów: 15)
[ OK ], R1_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 16)
[ OK ], R3_OUT , B1c_IN ,(Liczba segmentów: 16)
[ OK ], R3_OUT , B2c_IN ,(Liczba segmentów: 16)
[ OK ], R4_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 16)
[ OK ], B1b_OUT , B4b_IN ,(Liczba segmentów: 16)
[ OK ], B1c_OUT , B4c_IN ,(Liczba segmentów: 16)
[ OK ], R6_OUT , B1c_IN ,(Liczba segmentów: 16)
[ OK ], R6_OUT , B2c_IN ,(Liczba segmentów: 16)
[ OK ], R7_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 16)
[ OK ], B2b_OUT , B3b_IN ,(Liczba segmentów: 16)
[ OK ], B3b_OUT , B2b_IN ,(Liczba segmentów: 16)
[ OK ], B4b_OUT , B1b_IN ,(Liczba segmentów: 16)
[ OK ], B5b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 16)
[ OK ], B9b_OUT , B5c_IN ,(Liczba segmentów: 16)
[ OK ], B9b_OUT , B12c_IN ,(Liczba segmentów: 16)
[ OK ], B9b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 16)
[ OK ], B10b_OUT , B1b_IN ,(Liczba segmentów: 16)
[ OK ], B10b_OUT , B6c_IN ,(Liczba segmentów: 16)
[ OK ], B10b_OUT , B11c_IN ,(Liczba segmentów: 16)
[ OK ], B2c_OUT , B3c_IN ,(Liczba segmentów: 16)
[ OK ], B3c_OUT , B1c_IN ,(Liczba segmentów: 16)
[ OK ], B3c_OUT , B2c_IN ,(Liczba segmentów: 16)
[ OK ], AP1_OUT , B4b_IN ,(Liczba segmentów: 16)
[ OK ], AP2_OUT , B5b_IN ,(Liczba segmentów: 16)
[ OK ], NIEBIESKI_OUT , B3b_IN ,(Liczba segmentów: 16)
[ OK ], NIEBIESKI_OUT , B8c_IN ,(Liczba segmentów: 16)
[ OK ], NIEBIESKI_OUT , B9c_IN ,(Liczba segmentów: 16)
[ OK ], CYSTERNA_B1b_OUT , B5b_IN ,(Liczba segmentów: 16)
[ OK ], MAUZER_OUT , B2b_IN ,(Liczba segmentów: 16)
[ OK ], MAUZER_OUT , B7c_IN ,(Liczba segmentów: 16)
[ OK ], MAUZER_OUT , B10c_IN ,(Liczba segmentów: 16)
[ OK ], CYSTERNA_B10b_OUT , B2b_IN ,(Liczba segmentów: 16)
[ OK ], CYSTERNA_B10b_OUT , B7c_IN ,(Liczba segmentów: 16)
[ OK ], CYSTERNA_B10b_OUT , B10c_IN ,(Liczba segmentów: 16)
[ OK ], B1b_OUT , B3b_IN ,(Liczba segmentów: 17)
[ OK ], B1c_OUT , B3c_IN ,(Liczba segmentów: 17)
[ OK ], B2b_OUT , B2b_IN ,(Liczba segmentów: 17)
[ OK ], B3b_OUT , B1b_IN ,(Liczba segmentów: 17)
[ OK ], B4b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 17)
[ OK ], B9b_OUT , B4c_IN ,(Liczba segmentów: 17)
[ OK ], B10b_OUT , B5c_IN ,(Liczba segmentów: 17)
[ OK ], B10b_OUT , B12c_IN ,(Liczba segmentów: 17)
[ OK ], B10b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 17)
[ OK ], B2c_OUT , B1c_IN ,(Liczba segmentów: 17)
[ OK ], B2c_OUT , B2c_IN ,(Liczba segmentów: 17)
[ OK ], AP1_OUT , B3b_IN ,(Liczba segmentów: 17)
[ OK ], AP1_OUT , B8c_IN ,(Liczba segmentów: 17)
[ OK ], AP1_OUT , B9c_IN ,(Liczba segmentów: 17)
[ OK ], AP2_OUT , B4b_IN ,(Liczba segmentów: 17)
[ OK ], NIEBIESKI_OUT , B2b_IN ,(Liczba segmentów: 17)
[ OK ], NIEBIESKI_OUT , B7c_IN ,(Liczba segmentów: 17)
[ OK ], NIEBIESKI_OUT , B10c_IN ,(Liczba segmentów: 17)
[ OK ], CYSTERNA_B1b_OUT , B4b_IN ,(Liczba segmentów: 17)
[ OK ], MAUZER_OUT , B1b_IN ,(Liczba segmentów: 17)
[ OK ], MAUZER_OUT , B6c_IN ,(Liczba segmentów: 17)
[ OK ], MAUZER_OUT , B11c_IN ,(Liczba segmentów: 17)
[ OK ], CYSTERNA_B10b_OUT , B1b_IN ,(Liczba segmentów: 17)
[ OK ], CYSTERNA_B10b_OUT , B6c_IN ,(Liczba segmentów: 17)
[ OK ], CYSTERNA_B10b_OUT , B11c_IN ,(Liczba segmentów: 17)
[ OK ], B1b_OUT , B2b_IN ,(Liczba segmentów: 18)
[ OK ], B1c_OUT , B1c_IN ,(Liczba segmentów: 18)
